ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.903817,258.526842,35455.709612,4.881377,206.247229,318.622622,13.961740,65.866679,3.867843,1
NaN,208.837711,11609.997159,6.445280,NaN,407.017398,7.070771,76.383521,3.813436,0
5.907078,213.471081,41839.456449,7.924762,312.329947,357.258970,15.598965,54.421879,4.296480,0
7.605675,210.371436,9583.710441,8.509403,371.471690,325.683691,11.781265,86.513474,5.554075,1
6.317577,143.299959,22577.818935,5.690078,338.897200,573.814744,15.315515,48.973887,3.399048,0
6.898341,187.415306,19024.485531,6.915070,NaN,428.786976,12.580162,44.38021,5.371284,0
6.589291,108.699077,34298.152941,4.949410,317.610182,324.590273,19.495393,NaN,3.181112,1
5.692124,165.906280,22396.209254,6.682692,309.121602,530.072520,11.472016,NaN,4.682391,0
10.252734,217.736669,9651.874826,4.338353,369.297709,528.121626,18.661403,54.150450,3.290372,0
7.511817,174.614134,15736.893959,8.034284,NaN,303.108146,17.425460,90.662337,2.285520,1
NaN,201.833720,29508.492814,3.929624,325.061246,428.661398,8.819491,76.373753,4.115321,0
8.206500,182.905359,18949.975539,6.662949,347.132562,332.855321,18.328401,66.688384,4.225121,0
7.301445,143.431350,46718.555965,4.768781,252.466485,446.839673,12.575417,60.648404,3.160075,1
NaN,139.955350,31421.144495,6.627705,346.441155,378.771076,17.544485,54.798767,4.536181,0
7.286167,208.444085,30879.026684,6.856967,336.048832,352.602146,10.566452,64.025333,4.686020,0
6.788292,182.036895,25661.360539,6.939853,352.344929,419.895888,11.835382,71.436038,4.255948,1
7.191494,175.460782,34933.784401,5.427533,332.196048,411.302087,11.665995,60.281932,4.320684,0
8.809296,226.105901,18140.594271,4.930381,320.799382,350.116686,14.338840,64.334637,3.879054,0
NaN,184.040988,23727.094105,4.964449,277.680837,382.847741,10.213623,75.561050,3.714469,1
7.381109,188.314378,12320.512292,5.493514,343.239612,475.301884,17.826838,38.337345,4.342738,0
6.641501,198.884409,27867.486757,7.327729,318.408397,573.723762,13.191720,81.551114,4.694311,0
NaN,194.761215,38119.185568,6.998158,333.289216,436.927417,13.746598,60.490581,3.356978,1
6.172517,187.787017,10498.635154,7.722561,322.521035,467.090425,21.233978,68.163642,4.129985,0
6.145148,197.541072,39657.272108,9.900159,288.157883,319.434033,11.587378,120.030077,4.600886,0
6.692532,200.404351,37033.152091,4.727072,280.844916,376.672794,12.485257,57.818484,2.942115,1
9.076318,215.912723,14153.643378,5.020027,333.499203,311.797042,10.776321,69.114593,3.436986,0
5.906442,177.891369,27296.294045,8.869268,312.015798,385.812818,13.938686,60.613795,4.807496,0
6.028101,262.808478,17150.100550,9.378390,380.301350,514.545672,20.637599,76.529077,4.080786,1
8.854120,222.965198,19258.803073,5.696064,395.728541,467.088442,10.454029,73.779007,3.461350,0
5.389846,163.344352,19646.233419,9.092721,314.237577,491.750448,15.496325,48.686584,3.577675,0
6.715941,218.062384,17180.188184,8.915971,393.275772,349.003070,14.354595,57.247082,2.404729,1
6.768060,179.805992,23793.031358,5.332099,333.198191,461.530446,13.557381,60.571241,4.145807,0
5.006563,160.496448,27218.821976,11.543190,289.975777,303.256343,16.569391,70.699066,3.665206,0
7.490787,202.458061,26551.370105,7.120772,312.934025,306.345563,17.998160,67.356079,4.354535,1
NaN,207.059114,30573.066315,4.438197,341.885682,393.513256,15.564637,81.421514,3.109696,0
6.503638,163.256634,15000.187769,7.641834,334.103120,517.428392,17.530660,37.765518,4.963184,0
NaN,287.370208,41325.443548,5.517280,NaN,375.724519,13.977338,97.859775,4.322325,1
8.543217,183.907860,33037.353387,2.726766,358.556471,631.498623,17.333153,68.183227,2.847875,0
9.606859,200.842143,18907.642841,7.515087,NaN,370.903807,11.358735,64.371183,4.405352,0
6.336589,106.380113,15570.142322,6.851405,441.587654,380.433019,5.218233,48.735514,4.356594,1
9.564853,251.806665,17156.336705,6.253180,346.705209,410.322430,18.627126,82.955872,3.182805,0
8.742230,179.409804,9694.354896,6.577128,368.504321,323.744012,13.925010,85.779324,2.842393,0
7.381758,203.460302,1372.091043,11.129154,475.737460,361.342496,16.548438,55.132546,3.338022,1
5.499788,150.076090,43195.473668,6.570596,322.516582,287.286057,11.230408,71.821281,3.668220,0
8.394397,187.643411,10603.098021,7.840261,352.835640,376.241146,13.374831,58.950002,2.833901,0
7.256015,196.649823,44184.230460,5.265558,260.425605,324.250148,8.148929,69.375044,4.534960,1
5.195921,175.157155,33473.112518,8.407450,319.253631,484.279890,16.812767,94.356954,5.375902,0
NaN,204.923829,12556.754047,5.789008,359.951766,610.767576,16.012643,52.442326,3.257744,0
7.025822,147.968060,21226.665548,7.342381,387.402857,421.099917,13.996101,51.174058,4.746092,1
7.283914,197.602125,23112.504435,9.502809,332.331985,449.361679,14.458591,70.000219,3.571863,0
3.841205,186.917765,19988.649262,7.174952,NaN,483.334209,13.422802,74.381701,3.635635,0
7.606880,183.840100,29339.929268,5.703617,259.534719,426.985942,14.006983,91.590703,4.564460,1
5.872440,185.403976,14343.423207,9.690213,333.564587,409.113512,14.741240,64.183725,3.741067,0
4.301373,148.737701,26640.072188,9.242653,316.764406,365.835375,12.515734,54.082289,3.067627,0
6.983860,202.256282,11848.769729,7.657534,NaN,486.970543,16.061440,61.851358,4.159567,1
5.735724,158.318741,25363.016594,7.728601,377.543291,568.304671,13.626624,75.952337,4.732954,0
9.895889,210.654041,13189.519383,4.945128,NaN,481.136793,11.763453,49.851928,3.813429,0
6.347020,97.280909,19743.148416,3.402682,305.431236,502.919013,15.094091,86.554168,4.526351,1
6.158424,176.031450,26369.026570,9.771212,347.893738,453.705993,13.254689,61.057778,5.080498,0
4.319441,186.056179,30565.578391,9.811168,276.833932,282.687402,13.448689,NaN,3.241972,0
7.322828,230.342901,24682.124546,7.425580,323.832737,349.313213,9.497937,50.660145,3.981969,1
7.294364,191.773620,41569.951985,5.311112,321.320551,342.501387,13.792535,54.463525,3.336582,0
8.313774,196.547696,11310.958313,5.310815,364.405067,607.915848,8.457142,76.694580,4.290072,0
6.777506,207.050748,15228.912909,6.182409,321.399404,523.241732,12.683724,86.165971,4.263180,1
7.054267,212.429124,7450.074375,8.727110,NaN,396.052782,11.383954,75.219338,4.780616,0
NaN,179.149287,4784.967879,5.702187,378.398218,517.496142,14.387224,68.687024,2.380084,0
8.370365,155.553565,27193.317378,5.791453,NaN,356.519865,7.832108,69.419665,2.746650,1
NaN,199.942222,25973.326631,6.490994,336.040741,344.970363,12.640414,46.854524,3.151768,0
3.410360,207.397473,49074.730407,5.667433,301.975011,351.520393,15.987370,86.639186,3.721766,0
6.642756,168.896422,36505.524258,6.062561,298.552480,474.057490,14.299242,71.706891,4.299209,1
3.148712,142.272084,23257.208834,8.279275,293.160800,391.841303,8.923594,68.316612,3.465638,0
7.510943,182.192847,17100.887433,5.948785,357.265732,499.095057,20.725806,60.670939,3.342409,0
6.217585,203.707222,15597.640883,7.751461,361.247810,452.922025,14.597145,70.850977,4.150167,1
5.665266,162.890083,31883.010307,8.312484,350.681732,550.817564,15.632268,72.457385,4.571824,0
6.978291,191.858484,26189.647064,7.279433,317.184165,564.647564,19.426893,50.506540,4.931878,0
6.630122,192.521703,36269.701317,4.973866,277.499297,320.470853,14.786347,80.980213,3.352765,1
8.310939,245.719610,7929.504749,8.832390,373.463544,348.618543,14.105872,84.740568,4.408560,0
NaN,164.378433,15908.561870,11.208688,NaN,360.814296,17.239577,60.179119,4.380978,0
8.051022,171.751754,28338.664040,6.392121,319.005071,496.906266,16.192870,91.123219,3.767443,1
7.096098,206.827818,24548.598299,5.379861,NaN,365.400809,12.495189,79.295423,4.569760,0
7.460727,237.579612,25222.956004,7.277443,316.562331,377.682220,5.914617,62.044183,3.949015,0
8.416087,208.326022,28234.906857,7.784123,297.330528,444.560108,12.645176,78.756533,4.930084,1
7.957114,199.107505,20425.766490,8.171995,380.078173,333.156538,14.537850,62.246358,3.729873,0
NaN,190.046661,18327.438429,7.898765,354.419249,445.928456,12.902213,63.456620,4.543581,0
NaN,166.913991,24037.510490,7.136713,349.885276,411.478461,9.456473,94.901122,3.743704,1
7.400239,218.824813,8136.071591,6.286358,310.761160,518.732778,15.186342,50.837013,4.880120,0
7.220166,204.768391,15658.086280,3.842732,NaN,407.375047,15.150582,64.989116,4.398685,0
7.933068,204.724281,12732.888243,7.717187,331.087177,449.685602,15.669628,55.404080,4.534233,1
9.734620,244.928666,18976.233076,4.745970,330.635788,383.947537,14.897001,NaN,3.506503,0
8.790851,187.439812,7850.641892,6.359942,NaN,384.920771,16.722376,77.902673,3.480272,0
7.917609,181.525390,15805.650153,7.263018,NaN,291.796067,13.043617,77.131051,3.784085,1
8.037761,199.213971,40368.420627,7.307411,NaN,293.833466,14.254682,68.763418,3.572519,0
NaN,198.234408,26486.181440,6.472958,NaN,472.693725,11.032240,63.729795,4.148611,0
8.942046,215.673786,56488.672413,3.231438,129.000000,541.915468,9.313771,70.828374,4.354288,1
NaN,250.572683,24538.437293,7.287605,345.109962,426.103715,13.984156,60.159730,6.099632,0
NaN,219.013328,29433.423784,9.384056,302.767347,426.430720,17.307476,70.060303,5.776611,0
7.033945,246.622871,15428.450916,7.570769,305.616422,516.217847,17.526819,91.602794,3.931731,1
5.681811,151.085937,26373.495428,5.651589,NaN,468.472601,8.623795,102.246447,5.375157,0
9.049166,169.509254,4343.356611,5.780823,386.700463,471.925377,16.170628,62.722085,2.814001,0
NaN,158.207647,45243.028953,4.064878,247.180038,399.766965,16.086232,53.502086,4.108857,1
8.394510,224.347147,23961.504535,4.724373,337.406342,476.579456,17.213676,64.975961,3.712473,0
9.515141,199.081317,9082.816175,5.976550,367.230792,501.446834,12.877123,55.770690,3.812888,0
7.580049,225.088555,31749.924396,5.884795,NaN,503.908733,18.502406,78.354341,3.959637,1
8.528292,227.686207,27352.343415,7.676323,349.995746,388.137754,12.611736,80.186071,4.596924,0
6.145243,213.175589,20417.264416,6.243743,NaN,435.376529,23.514774,81.299133,4.090940,0
8.473249,129.240081,20465.588609,7.212917,NaN,590.906574,15.292706,63.939821,4.810185,1
6.238054,178.298051,21919.593435,7.085377,335.858369,287.572947,17.459888,46.953271,3.848307,0
7.494212,210.347276,29252.501112,5.922704,339.846577,445.061231,16.917113,84.868548,5.492705,0
6.816417,237.269505,24170.274894,8.706012,349.772176,477.023965,16.574060,92.945757,4.274738,1
5.870616,186.178376,18909.846006,8.494235,328.747315,427.182531,13.300024,52.162419,3.728785,0
7.091886,221.191476,29091.207101,5.134960,NaN,515.059986,19.578273,62.627330,5.116407,0
6.460034,215.440641,35775.793396,6.502544,307.563455,365.094143,8.127543,77.554953,3.535598,1
6.433726,176.857122,26755.718839,6.533469,316.541468,505.122015,21.319607,60.126344,3.117918,0
6.624573,172.055471,14877.289737,7.079934,338.441277,405.818097,15.656149,58.560531,4.333721,0
6.227827,169.926222,22550.492264,4.973593,297.404497,460.415386,20.789592,93.300733,4.007347,1
6.069364,200.916263,9323.218290,9.387522,325.466983,450.441352,12.423380,73.914026,4.914809,0
6.032189,200.420756,32882.155943,6.516519,352.018638,349.982173,14.104821,43.376808,3.423832,0
NaN,190.567521,18589.031160,7.470353,362.146977,471.444769,13.760231,90.306310,4.400203,1
6.660462,229.339332,9632.730976,11.299390,326.157043,439.121301,21.157991,40.096696,3.673136,0
6.344095,164.817207,14973.297357,10.707016,316.144450,337.219448,19.411699,64.384970,3.843484,0
NaN,195.540967,4142.499001,9.892703,462.474215,435.418245,15.846048,NaN,3.612919,1
7.506111,188.221812,31920.584694,5.714312,334.243304,436.396995,15.220967,43.360494,4.744007,0
NaN,209.766022,27382.769331,7.432312,323.955632,301.202885,13.970732,62.738594,4.103439,0
5.632732,283.997284,28315.437777,7.144655,318.465146,425.984213,11.813231,67.651025,5.114607,1
5.895146,192.041369,14704.906246,7.905769,305.807737,429.766223,15.018138,44.887598,5.075214,0
7.459145,217.700130,19436.503542,4.639116,352.424439,494.094339,14.460295,57.196188,3.841052,0
6.191241,231.322797,29778.357877,4.381097,248.304391,488.954164,13.022135,54.060851,3.315071,1
6.449237,218.907288,12812.557124,10.908687,NaN,421.296850,8.010420,79.085532,4.065148,0
6.361667,175.043999,25833.851713,8.243781,333.947107,302.190710,10.558576,70.107693,3.681765,0
7.701033,121.575139,16978.926829,6.812416,354.250252,368.224575,12.997263,69.260209,3.395483,1
8.550525,209.682466,22377.272950,2.654491,322.156037,413.673586,12.996761,42.989849,4.591997,0
9.011589,228.919519,25208.151842,6.767010,NaN,380.145205,15.518323,NaN,2.897293,0
NaN,187.043283,24634.552443,9.081880,NaN,443.843399,11.053925,74.108180,3.498717,1
7.122637,183.402648,31295.902410,4.425026,NaN,411.616070,14.066057,77.185792,3.750447,0
7.466213,223.184181,18261.694942,5.206597,NaN,456.262151,14.023547,99.130336,2.081846,0
8.832641,199.425038,25100.131405,6.817660,NaN,453.757972,14.632438,82.650635,3.452150,1
8.558663,214.107325,38767.756369,6.608100,310.014951,382.622275,15.896958,57.196827,2.590635,0
5.739816,189.827789,15825.440316,8.110140,313.057332,425.016757,14.899181,81.373907,2.722571,0
5.646083,219.342932,22455.695012,8.283758,386.038790,401.256292,16.650114,31.174039,3.938506,1
4.624304,121.036319,22981.749411,8.297074,372.037359,260.566164,13.054030,66.553465,3.424250,0
7.785107,174.889361,13404.254332,7.517806,NaN,491.431722,13.825548,75.059426,4.904613,0
7.332104,185.415077,24412.503537,7.253852,NaN,310.261974,14.942217,NaN,3.901097,1
NaN,143.099103,19290.568068,6.084325,370.86955,486.059304,13.924732,63.802302,4.117288,0
7.138587,180.903778,9727.653170,5.706429,NaN,399.954833,15.952393,67.702849,3.272430,0
7.896744,197.602078,9407.664039,9.610056,400.274579,270.794059,11.300587,53.201848,4.889458,1
6.091383,192.121052,17279.962198,8.927043,NaN,413.248334,12.739818,85.027034,5.075520,0
8.805178,157.231982,4728.650671,8.848262,356.773638,299.279775,9.439925,61.640597,5.176205,0
5.675295,228.590392,39172.389643,6.014738,NaN,330.078613,11.423377,59.267099,5.021465,1
9.658662,240.348820,20269.731280,7.050729,374.181674,567.784276,15.587206,55.835966,4.639387,0
8.003031,186.463082,15007.272682,7.697324,355.726006,561.613187,10.153233,67.000351,3.137551,0
6.010618,184.558582,15940.573271,8.165222,421.486089,314.529813,20.314617,83.707938,4.867287,1
8.115625,200.099013,15513.012581,6.046111,NaN,421.060326,8.320276,53.775592,4.408812,0
7.157338,214.010101,23718.552011,3.924367,343.764377,506.899657,15.446049,NaN,5.183622,0
7.986018,180.795558,24712.993432,5.687865,287.570884,434.954519,8.642494,84.581963,3.153005,1
NaN,209.164518,7845.472891,7.669132,433.694320,421.625238,16.352220,NaN,4.454641,0
6.427365,202.944979,20920.251561,5.527621,338.582354,332.612752,12.809024,75.101334,3.568823,0
NaN,263.857675,16670.996013,7.758237,NaN,427.811456,17.151969,77.810699,4.304052,1
6.914868,206.249937,10343.378848,7.771206,324.383170,521.320673,16.173730,68.246945,2.988611,0
6.124672,179.579752,27951.613070,8.075627,303.646928,467.171822,13.835117,69.017488,3.631007,0
7.159614,167.823315,30897.990039,5.484920,NaN,437.348585,15.581903,61.853528,4.943843,1
7.337924,188.799302,24266.517893,6.844850,326.254701,500.386469,13.373369,65.909057,3.935514,0
8.457901,228.732152,16061.590098,4.142485,356.304825,370.712108,14.061710,82.364692,4.914276,0
7.565198,213.428269,11246.426646,8.208678,377.221672,341.716459,15.669955,67.230057,5.185000,1
7.766114,212.317666,24145.385762,7.925887,364.081412,464.108595,15.465256,70.105844,4.399902,0
5.772197,200.144971,27840.694210,7.132240,318.643491,414.015043,15.550101,62.521274,3.078986,0
6.865569,231.445054,22585.788809,5.676387,NaN,496.603425,16.154964,91.461709,4.916218,1
8.433975,240.077927,10823.300365,8.418958,317.301369,426.175253,8.077156,49.270115,3.167712,0
NaN,220.976049,11562.435510,6.033392,359.186901,406.466385,14.149317,59.373218,4.589162,0
5.736676,180.290908,12683.483292,7.907877,423.876297,415.006576,12.392869,83.707045,2.741791,1
6.891549,184.074628,13376.680472,6.866435,333.802475,508.681145,16.586205,81.712849,4.958937,0
6.760791,192.142621,19089.948557,4.364521,345.018897,457.554827,13.272526,NaN,4.905490,0
6.129070,198.021095,22207.482865,7.387451,NaN,464.851322,14.028602,61.446945,3.837639,1
5.946161,190.551572,12767.656229,8.939748,323.742827,499.937502,12.415430,54.095581,4.903632,0
7.895046,174.692685,10465.261601,7.668315,350.535418,472.042912,14.633909,60.862234,3.084431,0
5.991371,186.722631,28702.952380,5.922293,338.027599,430.185162,17.664555,68.573198,4.539371,1
6.363836,207.422436,9844.702293,9.765921,320.630725,466.592544,19.156261,58.265305,4.038984,0
8.576740,221.150258,24897.286602,6.222626,341.809210,389.292785,15.952132,36.082583,3.916115,0
9.723377,190.897421,9076.646483,9.752088,357.384709,443.037417,13.307824,62.826687,4.072063,1
5.331799,149.955047,19693.906772,7.146140,336.011908,285.998049,14.298579,46.113763,4.734874,0
5.596730,229.295098,44652.363872,6.500953,323.999049,424.257013,12.361827,40.412098,3.826158,0
7.736313,225.063103,19496.848592,7.158343,289.945985,433.974022,15.153817,74.765101,3.700917,1
NaN,232.600151,10634.059045,7.558162,334.049963,542.211433,14.013542,85.215095,4.799013,0
8.145632,218.440804,31350.275765,5.507650,334.644887,376.669878,14.886305,52.415775,4.307548,0
6.715799,193.162501,16006.972588,6.369163,314.452425,316.278029,17.865533,85.192511,4.999752,1
8.466013,224.174936,22523.124552,6.668868,286.943922,330.044715,17.744096,77.817804,3.946621,0
6.665495,222.487772,25319.913867,4.970959,339.05975,318.564330,19.368698,72.716775,3.928495,0
7.966763,163.927242,13354.706510,7.476969,NaN,366.379544,17.125863,NaN,4.816348,1
7.426274,192.145254,36990.955947,5.101158,NaN,590.507222,18.736380,24.734227,4.363336,0
6.499068,173.768874,23734.846211,9.009056,330.164682,593.561756,13.986294,63.693876,4.355880,0
8.242559,155.616112,24042.188160,7.639210,338.293868,418.263757,13.265853,66.577952,3.529427,1
11.219135,237.582673,21871.785173,3.074316,NaN,374.021655,15.804451,64.486384,5.749586,0
9.735889,209.761513,10897.150289,6.106567,358.193121,449.367790,13.911645,47.100186,5.573210,0
6.539546,215.445204,28979.767601,7.015365,312.335472,426.083479,17.950001,54.983878,4.076403,1
5.708517,187.081758,12193.611261,8.288505,351.573257,577.402810,14.357648,NaN,3.344285,0
9.268282,204.360485,14333.538024,9.070126,328.297947,431.475412,11.934802,90.901800,5.255703,0
6.785384,216.647068,13098.858290,5.565529,NaN,343.972405,15.238642,65.614705,4.677921,1
6.559628,152.115213,22624.034182,7.761108,387.518810,393.820412,10.107462,55.286671,3.664463,0
NaN,180.893036,17705.608616,6.223312,350.195253,447.937123,10.461025,32.074863,3.999125,0
7.007975,248.904712,26136.313571,7.773736,335.054244,403.754256,10.905476,75.333025,4.628975,1
5.606315,190.335273,12308.233835,8.548754,311.680166,399.606494,18.524320,67.226340,3.748741,0
10.059642,175.875828,5232.913254,9.674175,NaN,477.983756,16.470528,62.604551,3.818789,0
7.740384,179.302381,12477.771818,9.989628,421.393990,471.783153,8.412402,66.163439,3.013361,1
NaN,183.219904,20311.402466,6.790897,381.459023,344.967064,11.138459,71.704595,3.887362,0
6.475885,177.294949,16532.828822,10.096588,305.248945,466.649420,6.776146,65.146490,4.306113,0
7.918087,175.337240,29565.711108,7.432180,NaN,322.533423,11.309245,70.116746,4.640043,1
NaN,187.019185,28988.702343,5.588013,333.219047,478.773083,15.011414,69.805133,3.666870,0
6.096128,200.646224,16932.577103,6.542206,NaN,404.460052,9.063964,84.057101,2.956447,0
5.772770,186.060603,26693.761607,5.808580,333.073364,312.869364,12.376272,32.761161,4.154685,1
NaN,223.890412,8722.153022,8.569451,NaN,375.142277,15.430847,64.564143,3.440300,0
6.297846,214.214574,21022.835030,7.258722,331.821977,434.048702,15.872182,64.846905,1.680554,0
7.571684,173.008338,8835.555876,9.566105,436.294071,305.834487,11.009592,92.481885,3.920288,1
7.539338,227.316128,12610.936307,9.507585,345.139235,343.242711,12.769070,82.826282,5.114129,0
5.284097,185.705492,26532.737255,6.132546,328.139582,543.181748,17.398465,47.066392,4.800963,0
8.733525,203.396130,24578.421221,6.594145,288.678463,336.824656,16.701920,68.793062,3.149202,1
8.849703,197.779047,20129.358792,5.182436,329.502104,356.476723,11.882861,45.706793,2.987672,0
8.269945,192.003776,11889.217747,8.377233,345.987354,405.340609,17.395662,85.444985,3.076480,0
6.917858,200.705505,27651.609099,6.529774,321.696455,453.637510,11.283387,91.942181,5.544167,1
7.682762,211.663852,12723.342101,6.672341,380.945603,360.107441,14.175317,69.949675,5.044306,0
6.039568,246.692855,39489.009736,3.194969,NaN,357.986313,13.239356,78.404534,4.206836,0
8.512781,157.666918,33092.669353,6.765469,305.85557,377.618945,13.309391,43.019427,4.026622,1
NaN,172.968203,24445.987540,7.032643,NaN,571.628892,11.549877,56.499207,4.725347,0
6.243279,171.103886,19605.029575,8.268229,NaN,512.894717,17.218417,53.609727,3.472839,0
6.539115,218.619699,23308.296877,7.177445,355.443831,585.166427,10.742146,40.773856,4.211672,1
6.448191,181.589885,18460.678930,8.727867,NaN,353.604292,13.939425,73.990539,3.932210,0
8.214100,192.177127,12819.875436,7.536023,343.477262,418.678765,13.352604,86.978101,3.381864,0
NaN,228.756819,32161.840090,6.961297,314.143270,309.608411,19.218374,54.268008,5.537476,1
10.199413,256.704338,28703.751140,7.940595,326.462666,552.162181,8.802847,NaN,4.384868,0
NaN,205.638790,39742.970329,4.660528,323.956492,509.546419,11.674850,55.042679,3.916746,0
8.227083,274.351887,40546.956332,7.130161,241.446917,417.673702,9.809669,79.397105,3.619182,1
7.766187,223.057835,14945.295661,6.026817,NaN,482.406236,6.747761,83.186751,3.674225,0
NaN,233.020134,27071.118618,6.220936,298.112645,357.119622,16.768945,51.284401,4.284879,0
7.274198,156.110829,16255.901371,7.654550,381.180466,591.801472,12.312493,59.680518,3.152763,1
NaN,191.301359,17540.576643,8.779726,NaN,323.812116,19.072827,61.560328,4.129301,0
NaN,220.552524,28135.076838,7.978098,307.652451,421.464253,17.532298,86.848098,3.569570,0
7.118980,160.962603,32528.115614,5.089128,292.287888,440.317871,10.008146,61.679801,5.349211,1
9.756578,244.461342,17940.099080,7.149053,NaN,337.713569,23.667667,73.233466,3.749009,0
9.836031,230.471922,16103.360549,5.599314,NaN,300.062487,14.383718,61.939297,4.219118,0
NaN,163.409819,32865.509525,6.066793,317.467499,279.646804,10.811673,81.526457,3.574605,1
NaN,159.399398,61227.196008,3.713594,312.976254,377.067972,17.246698,82.197233,3.860807,0
8.719764,219.778898,30681.120258,7.268765,340.918490,481.853415,9.151209,50.178596,2.887725,0
5.941943,249.163567,14778.032875,6.390679,335.796082,517.546817,15.931879,66.551419,4.302179,1
6.406798,182.885137,17851.064021,7.462758,332.486731,398.779746,17.301617,64.070236,4.573968,0
7.009602,220.561996,18628.696825,6.781680,NaN,397.996103,14.808674,77.763534,3.121945,0
7.278911,135.259272,22184.527033,7.156541,357.909795,480.143109,11.316002,54.943992,4.201577,1
NaN,253.054389,28864.910281,8.524371,364.749482,479.699763,15.823074,70.758190,4.697041,0
6.492639,172.863960,14625.561363,7.736570,349.404057,652.537592,10.212058,56.949724,4.667770,0
7.445189,150.775723,4168.196994,10.573403,476.539717,355.578481,15.352425,74.760976,2.745804,1
8.445219,228.522860,28966.569327,6.179855,NaN,361.705354,14.554220,60.612230,4.400706,0
7.814524,180.347308,17516.699362,7.489006,352.277029,370.011373,14.289320,80.882425,2.901700,0
6.442496,183.071355,11592.445624,8.960736,408.242670,385.014867,16.148258,83.332516,2.891019,1
4.137045,116.338278,17101.951569,8.652210,322.892252,360.648078,7.848313,70.977001,4.327356,0
9.652563,205.206059,8508.153730,4.945417,386.541185,392.767453,12.446539,53.898037,3.192570,0
NaN,190.877470,39802.514917,5.216683,288.231518,365.148152,13.680838,91.925742,4.989876,1
7.675914,233.300759,23673.100606,8.407497,NaN,232.613624,18.459408,60.993590,5.040461,0
8.007541,151.736322,8864.686480,11.251507,NaN,447.484361,12.412691,NaN,5.250173,0
6.919726,194.859000,35558.731647,6.371978,299.786711,394.829326,11.983961,69.853135,4.120828,1
NaN,243.682558,20976.791778,6.502257,350.449897,487.556493,10.451629,84.178845,3.558445,0
NaN,170.550088,17561.272836,8.320210,349.291954,374.463848,10.989146,73.701449,3.716659,0
6.472371,164.768901,24246.503565,7.623012,373.212808,368.079510,12.764141,96.795403,4.134575,1
5.701101,170.496311,17121.505917,9.536011,374.775876,378.873855,10.972150,63.293296,5.956753,0
NaN,204.734998,33798.108956,6.578161,NaN,426.080522,13.940221,69.051662,3.845127,0
8.251218,167.385353,17617.876309,7.044433,323.400032,277.412711,12.493510,61.275234,3.495063,1
6.376576,177.509990,41243.038029,6.669920,NaN,486.806051,13.490788,65.366392,4.161586,0
7.386838,189.595814,29122.696997,8.420763,321.567764,458.044171,17.196943,56.769915,4.816705,0
NaN,191.665183,18964.092256,8.148358,318.992406,354.101830,15.072450,84.115673,4.600663,1
5.517737,190.669928,17638.322473,10.525858,NaN,461.928981,12.531684,44.887843,4.523106,0
5.497580,204.682870,29493.422967,7.604130,323.608786,476.844459,16.672415,83.413838,5.060115,0
6.707108,211.086503,10794.783898,7.967188,373.571878,406.198555,18.781679,NaN,2.640246,1
3.854618,131.396253,19639.796002,7.753502,305.382914,456.512274,16.864722,81.526123,4.290435,0
6.057828,230.717693,44868.458368,6.443392,NaN,397.236784,14.037903,76.701609,3.292249,0
7.240194,154.137579,31144.703124,4.807069,261.213317,451.015838,10.851917,NaN,3.362822,1
7.558076,253.840904,16642.884178,11.224395,NaN,555.932991,15.154628,81.746095,4.169005,0
NaN,222.821213,23879.226757,5.082357,NaN,382.757966,15.856062,66.270477,4.235174,0
6.528491,184.429160,10835.201157,6.826331,378.775720,430.418787,13.621325,100.821792,4.585972,1
7.387434,214.293032,11694.635285,9.273679,375.505583,356.805855,15.184509,80.231172,3.830577,0
6.268953,185.706647,24769.511394,6.717666,318.227942,534.540837,13.628865,69.139220,4.674496,0
7.031839,175.465860,12653.944085,7.836606,NaN,571.822068,13.216489,61.084652,2.725565,1
7.763415,193.721119,20019.261215,8.344391,373.597790,375.072875,11.435980,28.993636,4.113536,0
NaN,190.929256,20661.411063,10.175484,299.345576,471.062640,9.225985,60.023523,4.969150,0
7.494391,205.190707,25058.160217,6.881659,327.949396,313.091520,16.589072,72.976741,3.579652,1
NaN,205.551854,24820.493091,7.226878,329.404400,386.307546,9.223072,69.703026,4.252220,0
6.284985,196.775056,29213.620386,8.528793,334.477795,574.540671,11.095893,NaN,5.703288,0
6.957434,214.380139,15007.421534,6.997160,328.818760,468.555062,17.407261,104.207104,4.892050,1
7.509350,192.467955,17045.600095,8.815845,346.741822,266.357744,15.930051,83.262529,4.321856,0
9.043096,181.566663,8273.591971,6.701042,NaN,372.551219,9.762361,65.216338,4.008499,0
NaN,179.408168,16589.811554,8.405842,317.837525,327.650904,15.553588,NaN,3.327384,1
NaN,119.885810,22331.237876,8.051538,351.161427,472.064091,16.642815,62.647091,4.659395,0
8.523062,201.608493,24207.298027,7.220716,NaN,436.625990,15.740639,63.310503,5.112376,0
6.962325,205.183020,35229.077002,5.088710,254.729932,360.058960,13.617560,NaN,4.526768,1
5.057271,155.487725,19003.963899,6.250893,305.849797,518.101816,15.772438,97.199077,4.432271,0
NaN,183.464853,19998.859019,7.151889,337.539533,294.846802,10.088668,66.299162,4.183320,0
6.509622,197.759503,20122.192564,6.862782,353.011974,472.709381,11.058818,64.663309,3.802820,1
5.830542,165.467025,30021.257079,8.433097,334.397777,494.154505,16.666613,69.580253,5.192117,0
